Scenario,Response,Mean,Median,Minimum,Maximum,HalfWidth,Mean Confidence Interval Start,Mean Confidence Interval End,Upper Percentile,Upper Percentile Confidence Interval Start,Upper Percentile Confidence Interval End,Lower Percentile,Lower Percentile Confidence Interval Start,Lower Percentile Confidence Interval End
base,SystemL,52.6110856449468,52.5311704062863,51.0594448802228,53.9566232992159,0.303135728531037,52.3079499164157,52.9142213734778,53.0202538533469,52.5311704062863,53.9566232992159,52.3261503811086,51.0594448802228,52.5226732351876
alternative1,4868W,0.469381802359069,0.469366761788606,0.456035678922718,0.488448542402465,0.00401055489920628,0.465371247459862,0.473392357258275,0.476545828788478,0.469366761788606,0.488448542402465,0.464604974775852,0.456035678922718,0.467160295027913
alternative1,4859W,0.919656856770043,0.924480107857246,0.848893375116716,0.951356199759907,0.0108056737012951,0.908851183068748,0.930462530471339,0.937809595296993,0.924480107857246,0.951356199759907,0.909100585664459,0.848893375116716,0.920326668582604
alternative1,4496W,0.974373433610256,0.978304827705118,0.92550157834115,1.0193395062354,0.0115135656133996,0.962859867996856,0.985886999223655,0.988237182729247,0.978304827705118,1.0193395062354,0.96025360158909,0.92550157834115,0.974441423442493
alternative1,4486W,0.745922571339558,0.749074772241774,0.708257683455697,0.776529334270359,0.0094527671775817,0.736469804161976,0.755375338517139,0.766391997562122,0.749074772241774,0.776529334270359,0.734518556330425,0.708257683455697,0.747580357837145
alternative1,4485W,3.26884126488425,3.30953454139655,3.01215238325135,3.52525042282849,0.0768247541233777,3.19201651076087,3.34566601900763,3.44064912476641,3.30953454139655,3.52525042282849,3.15600879310999,3.01215238325135,3.30697635982313
alternative1,4484W,0.950322090057707,0.945973938735103,0.908759663616931,1.00989777238117,0.0139884446344863,0.936333645423221,0.964310534692193,0.983270463685332,0.945973938735103,1.00989777238117,0.927894794661906,0.908759663616931,0.941692213869572
alternative1,4452W,0.568269567243885,0.573416151824129,0.544116106321966,0.58991768253705,0.00577546441392373,0.562494102829961,0.574045031657809,0.575725682419882,0.573416151824129,0.58991768253705,0.5606113566248,0.544116106321966,0.570840194472923
alternative1,2647W,0.487273103969301,0.48636846609399,0.472847161148308,0.505457565821293,0.00425278573056824,0.483020318238733,0.491525889699869,0.491509783481873,0.48636846609399,0.505457565821293,0.481940989406076,0.472847161148308,0.485978587683506
alternative1,2646W,0.460854118021592,0.461391373848937,0.437362063058857,0.477111084447184,0.00460366397728976,0.456250454044302,0.465457781998882,0.469588096666214,0.461391373848937,0.477111084447184,0.455661669115076,0.437362063058857,0.461126111353386
alternative1,2639W,0.450398798020749,0.45077562999624,0.43293798992813,0.468444756077965,0.00365156409016269,0.446747233930586,0.454050362110912,0.454649350746903,0.45077562999624,0.468444756077965,0.446448799531344,0.43293798992813,0.449804911619167
alternative1,2620W,0.339594494012922,0.34070002559207,0.330477040441144,0.348724738544103,0.00234414952892708,0.337250344483995,0.341938643541849,0.343494738196997,0.34070002559207,0.348724738544103,0.336397092840787,0.330477040441144,0.340519404847502
alternative1,2613W,0.465368116459489,0.466020751819599,0.450259770192836,0.491603112934384,0.00438533893869438,0.460982777520795,0.469753455398184,0.47044240126049,0.466020751819599,0.491603112934384,0.46065775099609,0.450259770192836,0.465805019099516
alternative1,2610W,0.401777033249477,0.40273000427482,0.391960151649198,0.414908491395301,0.00295934928426169,0.398817683965215,0.404736382533738,0.406181527088772,0.40273000427482,0.414908491395301,0.397492478898204,0.391960151649198,0.401919862218636
alternative1,2608W,0.557982363676193,0.558425190530321,0.537933398611818,0.589615920355494,0.00527929957125164,0.552703064104942,0.563261663247445,0.563734968537034,0.558425190530321,0.589615920355494,0.551731264827966,0.537933398611818,0.557809829652872
alternative1,2601W,0.561143823431376,0.561991493689559,0.538310547039735,0.583445197390858,0.00470210232095804,0.556441721110418,0.565845925752334,0.569231967610274,0.561991493689559,0.583445197390858,0.553596483088892,0.538310547039735,0.561613001381094
alternative1,1297W,0.66001886717948,0.661537712330646,0.645563747982616,0.695918279994524,0.00584723170855274,0.654171635470927,0.665866098888033,0.666344662324985,0.661537712330646,0.695918279994524,0.650247770044602,0.645563747982616,0.661080983460349
alternative1,1296W,1.8823503528742,1.89318897172361,1.7748644070284,2.00536249085954,0.0277286345083802,1.85462171836582,1.91007898738258,1.92158666359104,1.89318897172361,2.00536249085954,1.84906784652367,1.7748644070284,1.86453626579933
alternative1,1295W,0.435906356963346,0.434085322738547,0.424513014662878,0.449481499510074,0.00344413264429552,0.432462224319051,0.439350489607642,0.439765636737794,0.434085322738547,0.449481499510074,0.430866141646277,0.424513014662878,0.433393510910223
alternative1,1293W,0.428216188484788,0.426337466905032,0.411957156113815,0.443305571041778,0.00355219255756732,0.424663995927221,0.431768381042356,0.435852224519931,0.426337466905032,0.443305571041778,0.424395343031028,0.411957156113815,0.425371917397513
alternative1,1278W,0.6162609607176,0.618464553472494,0.587357101406741,0.645768008323871,0.00645689854260989,0.60980406217499,0.62271785926021,0.626635012294677,0.618464553472494,0.645768008323871,0.607702074250959,0.587357101406741,0.611530322261917
alternative1,1269W,1.18037261939129,1.18566470793877,1.11549504660009,1.24853664447789,0.0148758117495516,1.16549680764174,1.19524843114084,1.19357128176131,1.18566470793877,1.24853664447789,1.16211993557742,1.11549504660009,1.18343134521846
alternative1,1262W,0.672813588596222,0.673853550449756,0.654604241055867,0.6918859667871,0.00515602777374763,0.667657560822475,0.67796961636997,0.683586654359497,0.673853550449756,0.6918859667871,0.665022202630442,0.654604241055867,0.673034944016573
alternative1,1251W,0.482524375577096,0.484136795960643,0.466895580605155,0.503643758792376,0.00492120308496308,0.477603172492133,0.487445578662059,0.491110231639691,0.484136795960643,0.503643758792376,0.474919449205684,0.466895580605155,0.482163061170816
alternative1,1233W,1.52976444258996,1.537889328215,1.41751848485064,1.65293240932546,0.0300230030299297,1.49974143956003,1.55978744561989,1.56968243219263,1.537889328215,1.65293240932546,1.51125419282739,1.41751848485064,1.52279882669605
alternative1,1232W,0.673453713790846,0.677845682515673,0.647386983742149,0.692598617876883,0.00577494624523704,0.667678767545609,0.679228660036083,0.682073517769518,0.677845682515673,0.692598617876883,0.661535108003628,0.647386983742149,0.674655655441352
alternative1,1231W,0.720841967924026,0.719246865257238,0.695516598050408,0.756040815171331,0.00719271274937629,0.71364925517465,0.728034680673403,0.73312216730152,0.719246865257238,0.756040815171331,0.712398554380362,0.695516598050408,0.718544897937544
alternative1,1226W,0.81138997009973,0.808429310137695,0.777094621197307,0.855492878349634,0.00886939627215845,0.802520573827571,0.820259366371888,0.823322140684661,0.808429310137695,0.855492878349634,0.80344085122311,0.777094621197307,0.807814439480013
alternative1,1211W,0.30813118756969,0.308294743173511,0.301063265300256,0.316819940541868,0.0018886122830631,0.306242575286627,0.310019799852753,0.310789994460746,0.308294743173511,0.316819940541868,0.305603801263252,0.301063265300256,0.307886434171807
alternative1,1210W,0.175702866624805,0.175907328571043,0.170332871482392,0.178538007105246,0.00100601861802618,0.174696848006779,0.176708885242831,0.177710406256881,0.175907328571043,0.178538007105246,0.175098802987905,0.170332871482392,0.175850640143867
alternative1,1209W,0.411933176435096,0.414793061038209,0.39836517662603,0.419937643335625,0.00293767723010551,0.408995499204991,0.414870853665202,0.416436223053576,0.414793061038209,0.419937643335625,0.408233260398718,0.39836517662603,0.414679658158603
alternative1,4868L,1.66982694687231,1.6693618908845,1.57325170109063,1.77457572416975,0.0228577048138988,1.64696924205841,1.69268465168621,1.71585234257019,1.6693618908845,1.77457572416975,1.64590382292566,1.57325170109063,1.65541436922806
alternative1,4859L,1.87444273632788,1.88423818102063,1.73317447707396,1.99502977122851,0.0293416197389924,1.84510111658889,1.90378435606687,1.90967866683684,1.88423818102063,1.99502977122851,1.84487567160296,1.73317447707396,1.87822822010381
alternative1,4496L,1.86569017656553,1.86048070457223,1.76808638990124,1.9785875739559,0.024102130101987,1.84158804646354,1.88979230666751,1.88471985170114,1.86048070457223,1.9785875739559,1.83704464288805,1.76808638990124,1.85841595804846
alternative1,4486L,1.79440526091799,1.79418541424978,1.69206180524021,1.89731629470642,0.0300829283698087,1.76432233254818,1.8244881892878,1.85719521358974,1.79418541424978,1.89731629470642,1.74846511368912,1.69206180524021,1.78669806267706
alternative1,4485L,2.07293245110471,2.04199942107484,1.874390834048,2.29575568474675,0.0575885521003134,2.01534389900439,2.13052100320502,2.18864256004046,2.04199942107484,2.29575568474675,1.99804131391503,1.874390834048,2.04000523925574
alternative1,4484L,1.74985337506167,1.74369724846095,1.68901002984697,1.86938362881582,0.0224191508727315,1.72743422418893,1.7722725259344,1.76597253685661,1.74369724846095,1.86938362881582,1.72458014719542,1.68901002984697,1.74039314337298
alternative1,4452L,1.71853544351507,1.72605504829069,1.64411849633735,1.7988625453291,0.0190485311219203,1.69948691239315,1.73758397463699,1.74084027368746,1.72605504829069,1.7988625453291,1.70501085860655,1.64411849633735,1.72385288987452
alternative1,2647L,1.67327063849869,1.67924235756185,1.61247203106427,1.7803918704011,0.0203264288136278,1.65294420968506,1.69359706731231,1.6875324806469,1.67924235756185,1.7803918704011,1.64487748733733,1.61247203106427,1.65998449901589
alternative1,2646L,1.60918148027137,1.60234784301141,1.55054932448474,1.67604360101033,0.0195161874570125,1.58966529281436,1.62869766772838,1.64644677444068,1.60234784301141,1.67604360101033,1.57705878689963,1.55054932448474,1.59451757530883
alternative1,2639L,1.6237960698447,1.64272420275051,1.51534844120132,1.6765296092437,0.0226159825420847,1.60118008730262,1.64641205238679,1.66690265963478,1.64272420275051,1.6765296092437,1.60971623793345,1.51534844120132,1.63420139754122
alternative1,2620L,1.67360389078205,1.68125989671973,1.60134557114137,1.72923836790807,0.0171994068660065,1.65640448391605,1.69080329764806,1.7059883497702,1.68125989671973,1.72923836790807,1.64370728376935,1.60134557114137,1.67741774994992
alternative1,2613L,1.65446836784944,1.65175494715671,1.58656898617118,1.73368143348913,0.0167545735659407,1.6377137942835,1.67122294141538,1.68356647727191,1.65175494715671,1.73368143348913,1.64427446656497,1.58656898617118,1.65120845140213
alternative1,2610L,1.62666321940635,1.63091121187472,1.54914162336709,1.68575190470467,0.0171558369359817,1.60950738247036,1.64381905634233,1.6571406266459,1.63091121187472,1.68575190470467,1.60422188320597,1.54914162336709,1.62527626340807
alternative1,2608L,1.77871709419717,1.77637752852945,1.70229041663037,1.86512919575068,0.0192663962886983,1.75945069790847,1.79798349048587,1.81331273597757,1.77637752852945,1.86512919575068,1.7581075440635,1.70229041663037,1.77364000109639
alternative1,2601L,1.72409595083142,1.71327709180561,1.62620048925243,1.83702034860052,0.0244232916066,1.69967265922482,1.74851924243802,1.76210797775411,1.71327709180561,1.83702034860052,1.69302658384193,1.62620048925243,1.70954058774119
alternative1,1297L,1.72865440408313,1.74752393533924,1.63937238779157,1.82481620957742,0.0228986259362867,1.70575577814684,1.75155303001941,1.75859678478779,1.74752393533924,1.82481620957742,1.70126036290785,1.63937238779157,1.74447385035856
alternative1,1296L,1.8931241557579,1.90041044536044,1.73608590403282,1.99895347566593,0.0364230154919522,1.85670114026595,1.92954717124985,1.96620900999253,1.90041044536044,1.99895347566593,1.85519259300681,1.73608590403282,1.88588325139408
alternative1,1295L,1.58966740499852,1.59857549121885,1.53935325821079,1.6337933646819,0.0138935198151744,1.57577388518335,1.6035609248137,1.61127695825627,1.59857549121885,1.6337933646819,1.56470999207372,1.53935325821079,1.59449040622265
alternative1,1293L,1.60344043792188,1.60645119928453,1.54947485922516,1.64784849925854,0.0123540982627748,1.59108633965911,1.61579453618466,1.62461896234205,1.60645119928453,1.64784849925854,1.58590022146757,1.54947485922516,1.60277396771816
alternative1,1278L,1.7145442328333,1.72239132505815,1.61037171079226,1.76885410549022,0.0218129902245182,1.69273124260878,1.73635722305781,1.75823523131371,1.72239132505815,1.76885410549022,1.69120009755088,1.61037171079226,1.72194735175075
alternative1,1269L,1.97681839663812,1.99316267146077,1.82123939334302,2.10476920056305,0.0373305684518231,1.93948782818629,2.01414896508994,2.03562140596722,1.99316267146077,2.10476920056305,1.94731232772899,1.82123939334302,1.98991588385527
alternative1,1262L,1.77380154834528,1.78171230937274,1.70536750731577,1.90170143390707,0.022196369867972,1.75160517847731,1.79599791821325,1.79910318430746,1.78171230937274,1.90170143390707,1.73633533420396,1.70536750731577,1.77843915243623
alternative1,1251L,1.63210008465645,1.63441300304689,1.563684475518,1.6968824877625,0.0183338433388336,1.61376624131762,1.65043392799529,1.66297338895212,1.63441300304689,1.6968824877625,1.60445965328234,1.563684475518,1.62357988122189
alternative1,1233L,1.97589360767085,2.0008712190405,1.80528746988716,2.13997085563511,0.0354173853644384,1.94047622230642,2.01131099303529,2.0260173484191,2.0008712190405,2.13997085563511,1.94093572495968,1.80528746988716,1.99094479914296
alternative1,1232L,1.76480576693284,1.75740916799087,1.66262999063149,1.89138286431421,0.0263619076909112,1.73844385924193,1.79116767462376,1.8106042403007,1.75740916799087,1.89138286431421,1.72852617759421,1.66262999063149,1.74155288781949
alternative1,1231L,1.67649104122724,1.68599790675621,1.55971312090928,1.76515583659369,0.0213539852935386,1.6551370559337,1.69784502652078,1.70632504530524,1.68599790675621,1.76515583659369,1.65515453489371,1.55971312090928,1.67750211931396
alternative1,1226L,1.90471963722379,1.9183502790524,1.78866978593692,2.00262844919784,0.0306848898151371,1.87403474740865,1.93540452703892,1.95033361853378,1.9183502790524,2.00262844919784,1.85127350018235,1.78866978593692,1.91344024480014
