Scenario,Replication,1209L,1210L,1211L,1226L,1231L,1232L,1233L,1251L,1262L,1269L,1278L,1293L,1295L,1296L,1297L,2601L,2608L,2610L,2613L,2620L,2639L,2646L,2647L,4452L,4484L,4485L,4486L,4496L,4859L,4868L,SystemL,1209W,1210W,1211W,1226W,1231W,1232W,1233W,1251W,1262W,1269W,1278W,1293W,1295W,1296W,1297W,2601W,2608W,2610W,2613W,2620W,2639W,2646W,2647W,4452W,4484W,4485W,4486W,4496W,4859W,4868W
alternative4,13,1.596092339,1.575798343,1.595738378,2.046206464,1.72382328,1.806592286,2.020832044,1.634401946,1.813207021,1.971799703,1.783940429,1.619122325,1.629733845,1.896795857,1.761282813,1.780063166,1.874744772,1.651070963,1.679747912,1.692615884,1.699212835,1.712212325,1.726845807,1.818988608,1.746212756,1.857398846,1.812766046,1.975193491,1.991894179,1.754662442,53.24899711,0.412486917,0.174576377,0.308511981,0.829269408,0.726035984,0.674729615,1.555091908,0.46920479,0.659906892,1.118943745,0.623042341,0.438137612,0.453536733,1.907392482,0.658763225,0.555710773,0.559871667,0.40169207,0.47026457,0.345002847,0.45790789,0.471046641,0.501866104,0.549333179,0.973070228,3.070340566,0.756472958,1.012516774,0.8971353,0.476956878
alternative4,14,1.609255733,1.628648194,1.64875512,1.950080378,1.730897223,1.763981124,1.940361919,1.658888749,1.778562793,2.1005384,1.73989018,1.607405754,1.660128894,1.739166473,1.765873993,1.656674819,1.782441872,1.667006508,1.64544912,1.668273967,1.646462307,1.657730978,1.664026572,1.729934131,1.799507904,2.276569698,1.808251121,1.879682462,1.923827048,1.690691923,52.81896536,0.417475171,0.179046449,0.309046632,0.819144352,0.715774972,0.681395284,1.621566548,0.4826845,0.676658927,1.187113983,0.634638108,0.417537662,0.439980268,1.810088712,0.677437728,0.553675062,0.552445675,0.394287929,0.465220474,0.340885009,0.45532928,0.472106,0.501506543,0.562888861,0.944031441,3.367836601,0.768320948,0.983554777,0.919329704,0.471304869
alternative4,15,1.546767865,1.542357411,1.595519413,1.893895526,1.689538105,1.798384436,1.914594969,1.650466265,1.723938438,1.961163475,1.724408154,1.592082048,1.593444659,1.810512998,1.649867831,1.786156059,1.736782263,1.56275712,1.588237386,1.725105824,1.639449891,1.640909534,1.708383126,1.679953329,1.796147901,2.076712592,1.806847512,1.884978148,1.857468574,1.701983993,51.87881485,0.400798678,0.175895998,0.30809163,0.810619395,0.719076096,0.669055712,1.508515522,0.483117284,0.672312373,1.161674718,0.613171665,0.430625923,0.436074982,1.876760675,0.653879101,0.569119729,0.542919572,0.39548019,0.456921806,0.335953618,0.466046767,0.462924881,0.474531848,0.562548872,0.915230233,3.434597371,0.775257291,0.930621482,0.913251515,0.484608763
alternative4,16,1.63269584,1.576394547,1.519426943,1.861565673,1.662125597,1.751100474,1.918646554,1.684029536,1.834613665,1.958398864,1.750222639,1.580823858,1.579060077,1.82557909,1.712977226,1.696968928,1.769232957,1.664706293,1.638388368,1.701101395,1.64311979,1.570226164,1.661824108,1.68859371,1.748576657,1.772907738,1.849733039,1.94994963,1.856859082,1.715784241,51.77563268,0.412814663,0.178371811,0.30120186,0.789578785,0.7103151,0.683739821,1.514825092,0.467099561,0.675433087,1.16101777,0.620454436,0.427098492,0.427651323,1.878253544,0.676974412,0.557889172,0.559275465,0.417602758,0.450000334,0.344514106,0.454938191,0.459936988,0.478546655,0.559457822,0.944278717,2.936854318,0.756436954,0.981664935,0.903077289,0.45662252
alternative4,17,1.581806219,1.582375179,1.543912773,1.877246374,1.668344219,1.825211355,2.105920639,1.668422497,1.754564882,1.949600749,1.725975431,1.606538241,1.624842883,1.758335819,1.684710664,1.837505452,1.761976759,1.63071437,1.691740616,1.695514865,1.667339942,1.546001727,1.643328853,1.686187822,1.743854848,2.136891353,1.857094725,1.79741785,1.712450489,1.671286441,52.03711403,0.419785103,0.17741097,0.303419606,0.78840275,0.698627206,0.667775765,1.607418704,0.491444272,0.652557225,1.13982654,0.62377585,0.42882623,0.439163341,1.725320228,0.65844953,0.582243201,0.555433462,0.402520954,0.457837855,0.34016649,0.452851481,0.46089295,0.488343504,0.547965732,0.908167675,3.470587574,0.750443799,0.955724782,0.884595104,0.466957018
alternative4,18,1.569867456,1.53519246,1.573431392,1.897007199,1.668244121,1.719290001,1.910102054,1.644043599,1.773789855,1.976971609,1.659174294,1.642483568,1.532192778,1.84532701,1.714302644,1.688399552,1.677133707,1.691957781,1.692028452,1.740605321,1.576648102,1.606204414,1.644094932,1.779440671,1.689079687,1.968152568,1.801554562,1.800689532,1.904119821,1.654069599,51.57559874,0.421884757,0.178147781,0.309168877,0.82679885,0.739148797,0.670221297,1.454105835,0.47444261,0.680712184,1.224735627,0.611132854,0.431152228,0.448953634,1.866920747,0.662080355,0.546069385,0.532424665,0.405039782,0.451587604,0.336292121,0.449312232,0.462661808,0.484826413,0.575069505,0.995687957,3.103226589,0.745296685,0.942147798,0.855063633,0.48533482
alternative4,19,1.538924946,1.513664998,1.519556634,1.801388261,1.756504936,1.681763,2.035124996,1.578159913,1.751289886,1.844771733,1.63182467,1.584842377,1.621115173,1.811190167,1.674385194,1.711330442,1.736747711,1.63895285,1.630312224,1.635618412,1.549584645,1.530352651,1.61067737,1.679071711,1.747753084,1.951072872,1.767709779,1.860717477,1.764524247,1.552038351,50.71097071,0.418389644,0.174764212,0.302780665,0.794471157,0.753562635,0.68186225,1.496268935,0.492554482,0.662128367,1.174069145,0.584476527,0.432463355,0.440558895,1.835663293,0.653792162,0.563464221,0.543399515,0.407065039,0.474690394,0.33215973,0.445603579,0.456043309,0.484107917,0.562548646,0.953731692,3.25746724,0.758520183,0.963183546,0.905246814,0.456643953
alternative4,20,1.560801339,1.569418063,1.626975387,1.86620864,1.719718363,1.725220436,2.024948266,1.580907297,1.728432843,2.011184301,1.744821057,1.575705445,1.583158403,2.04043979,1.738109932,1.616068761,1.781343123,1.611283388,1.678710549,1.692536035,1.605479381,1.591369559,1.708489094,1.734193367,1.710679612,2.182357685,1.765394566,1.852258217,1.899529427,1.65438818,52.1801305,0.413709308,0.177028693,0.30948398,0.794656408,0.740275878,0.68175434,1.596605776,0.488130409,0.689178875,1.177262791,0.597158332,0.425444546,0.43603207,1.93767656,0.661007549,0.553695721,0.567729184,0.403176666,0.463472077,0.342314354,0.441911454,0.451452357,0.479561805,0.559525727,0.953319908,3.357754243,0.757698554,0.918824158,0.931146549,0.476051365
alternative5,1,1.497704865,1.554984736,1.609834505,1.837609442,1.682232322,1.845884739,1.893236232,1.582240191,1.704001464,2.026750443,1.707930849,1.6053381,1.603485265,1.824720953,1.747120574,1.724877709,1.790891325,1.62224807,1.611953853,1.624956479,1.614623993,1.708365419,1.723452659,1.71072709,1.702688285,2.268665635,1.7151978,1.919926485,1.814678831,1.698975082,51.97530339,0.411580779,0.175105999,0.314179047,0.814992002,0.700605397,0.67451827,1.485556043,0.492229748,0.663763347,1.21199848,0.60352727,0.417421624,0.445908871,1.934902925,0.63555432,0.567811384,0.558177524,0.395259822,0.461953724,0.333818616,0.446635907,0.475963643,0.488349183,0.576574617,0.897093037,3.235595694,0.727137934,0.961281705,0.926545921,0.465942148
alternative5,2,1.554489788,1.584070921,1.497073421,1.842585643,1.609728747,1.731243229,1.950775641,1.64579787,1.822190275,1.852217889,1.72647889,1.615026856,1.549288265,2.003585346,1.797122052,1.663186507,1.737421199,1.648768509,1.638223344,1.671491932,1.611978041,1.654370803,1.61783757,1.78400294,1.817212626,2.14032964,1.721223423,1.834996634,1.887425929,1.646017348,51.85616128,0.402623069,0.17619904,0.306848767,0.789209794,0.712178324,0.677382813,1.518014071,0.481189317,0.670237482,1.153381132,0.611292576,0.439643889,0.436209788,1.830918984,0.661609529,0.567810298,0.558994618,0.401589518,0.465519167,0.337702689,0.455824703,0.453985571,0.477497249,0.583855508,0.941392842,3.452080467,0.766016912,0.987514183,0.939306893,0.475399154
alternative5,3,1.53187075,1.592502484,1.516012557,1.853379735,1.615016346,1.724177392,1.834946575,1.623327849,1.82670779,1.823600991,1.767434065,1.609959267,1.639681763,2.054832016,1.743898666,1.721997514,1.742996735,1.658958188,1.650866592,1.610149621,1.629863557,1.53866893,1.696516635,1.659291603,1.710889146,2.111534338,1.874629772,1.834888346,1.855335867,1.711063793,51.76499888,0.412990714,0.173530763,0.295695262,0.821230951,0.7262177,0.666094419,1.635486476,0.47513327,0.686261149,1.104502971,0.63326412,0.431571851,0.436702177,2.022910972,0.660746671,0.557036249,0.55283897,0.406180927,0.478848759,0.337509218,0.444339932,0.442330529,0.49075343,0.54931256,0.953203574,3.114716822,0.757155185,0.999555135,0.943324996,0.467884287
alternative5,4,1.543447216,1.561924232,1.471514104,1.99428085,1.680164803,1.746707372,1.989567383,1.666162272,1.748565216,1.813325123,1.764776671,1.626498297,1.607839379,1.834382161,1.666723838,1.734670769,1.763468948,1.665031714,1.630235301,1.667115489,1.604513113,1.612875113,1.636939208,1.664827166,1.68946628,2.105424961,1.819354498,1.859904915,1.922541863,1.739666667,51.83191492,0.403162408,0.177055789,0.303920467,0.825305128,0.716623936,0.660140878,1.483902274,0.49592859,0.665015275,1.146118095,0.617151345,0.421152521,0.429251751,1.881642116,0.648860178,0.567881716,0.568601165,0.400726896,0.491322485,0.347830135,0.455007705,0.454083155,0.476957695,0.573545102,0.980916431,3.44412688,0.764504605,1.008882628,0.937579724,0.47421415
alternative5,5,1.552050597,1.546473662,1.610839997,1.971572202,1.761159612,1.779777805,1.827982397,1.58850456,1.825674937,2.061648643,1.683235032,1.610657806,1.570855,2.059176574,1.73489211,1.797553084,1.741522223,1.650252627,1.650600894,1.716833273,1.645410063,1.639892653,1.666698611,1.681842086,1.840615102,2.072599956,1.762815325,1.81287774,1.891511361,1.614671369,52.3701973,0.41456895,0.17455023,0.306601459,0.844387763,0.730765013,0.684215608,1.411087913,0.490453404,0.672058452,1.172240305,0.600019653,0.437007413,0.443065337,1.925933601,0.65079658,0.569694727,0.557687778,0.397917579,0.454001205,0.343930116,0.453299559,0.44993609,0.488708501,0.546655476,0.934758781,3.076273699,0.710418748,0.968090172,0.931312016,0.460945577
alternative5,6,1.517856378,1.577709607,1.508855725,1.970582183,1.724477844,1.760670415,2.019798253,1.637764505,1.85624035,2.010238209,1.653198949,1.596885821,1.566180088,1.822845117,1.716574244,1.698096287,1.817540674,1.548309547,1.659317215,1.649427684,1.561766296,1.681799068,1.649350555,1.706445977,1.666870781,2.041742223,1.793989462,1.851557424,1.974817941,1.650115071,51.89102389,0.409927805,0.175833606,0.307800751,0.846274294,0.722988904,0.690610152,1.560400251,0.481302222,0.678760265,1.177038388,0.645407272,0.432316974,0.438139141,1.921341692,0.645886793,0.543641334,0.568777406,0.393284794,0.468500195,0.340088182,0.446586676,0.476736299,0.4949932,0.588432307,0.880215622,3.510748749,0.721718794,0.974662927,0.919651625,0.461893643
alternative5,7,1.481232233,1.567136866,1.5336041,1.84784268,1.663105135,1.726556066,1.870954612,1.598577805,1.762603405,1.90647099,1.708527476,1.588478557,1.559519523,1.830046488,1.82857765,1.803319699,1.785180501,1.616562738,1.642690971,1.644166579,1.583569328,1.550867501,1.671778007,1.757487326,1.74691609,2.090885101,1.727790711,1.782086125,1.862353468,1.626808397,51.36569613,0.398220243,0.176484022,0.308986965,0.819990873,0.706984439,0.676818768,1.585690184,0.49430475,0.670555613,1.139142677,0.621209193,0.428386765,0.432573677,1.810968307,0.674585066,0.576662852,0.568649295,0.394858978,0.472699245,0.336974257,0.448303523,0.449354875,0.493495494,0.572653705,0.97481282,3.139174377,0.753116848,0.998604321,0.922614853,0.465762454
alternative5,8,1.571747729,1.566506317,1.585699086,1.924387366,1.690412434,1.746812888,2.056111515,1.608238923,1.741842612,2.12492523,1.769299165,1.654784186,1.623370218,1.737408831,1.670529182,1.737646224,1.770081905,1.602633517,1.636477649,1.680766708,1.499542121,1.619704647,1.709138609,1.758488044,1.688110002,1.986354902,1.764699029,1.849105159,1.875287084,1.714222016,51.9643333,0.401840021,0.173426754,0.310387601,0.828532215,0.709047538,0.659871213,1.55474406,0.479890044,0.689560966,1.253353176,0.618393432,0.42287507,0.431564864,1.76299743,0.652085231,0.563352382,0.559522049,0.399031683,0.460255867,0.339664905,0.427740882,0.463351696,0.480353315,0.572889797,0.93332032,3.32727272,0.70814264,0.962566216,0.927980148,0.461631835
alternative5,9,1.559925888,1.516938888,1.565906742,1.996472143,1.660978241,1.741974312,1.950723718,1.623384064,1.702979923,1.966250839,1.791334213,1.628587564,1.600770878,1.763741611,1.735081059,1.734846742,1.833447519,1.588132729,1.754944581,1.637508043,1.643414071,1.608570152,1.67707939,1.735536206,1.812986259,2.345959701,1.821190481,1.95977587,1.863108827,1.645037341,52.466588,0.417773404,0.169615906,0.309042287,0.818578865,0.738693092,0.663651488,1.416827325,0.484770908,0.653350966,1.203300793,0.616784281,0.431998164,0.435999036,1.903708254,0.664999394,0.552540619,0.573926003,0.404526379,0.463600277,0.337887597,0.461605916,0.465877116,0.501326582,0.577096909,0.988999158,3.011550329,0.743804232,0.979330317,0.925152571,0.469884211
alternative5,10,1.604600843,1.592172862,1.589721208,1.902010343,1.630760031,1.765664553,2.041387511,1.596485965,1.786604338,2.025415587,1.802827564,1.616247741,1.582681437,1.845937037,1.719878904,1.762990877,1.789385901,1.691482919,1.679799713,1.691624995,1.639545995,1.658565044,1.804981791,1.671742226,1.716474671,2.107502111,1.810691763,1.835465269,1.899693968,1.705065914,52.56740908,0.412011403,0.175806306,0.313696172,0.80023832,0.710250674,0.685818919,1.505608777,0.469670209,0.666791431,1.229508263,0.617813125,0.425338212,0.430448839,1.92934637,0.65976802,0.552260444,0.562264079,0.415195945,0.455717954,0.337384677,0.456291515,0.464708055,0.504488643,0.558850043,0.920617901,3.353287219,0.756901292,0.99151199,0.932282927,0.473639235
alternative5,11,1.624291191,1.558091703,1.634459727,1.956046,1.680608473,1.77210918,2.029211903,1.729436629,1.730912497,1.987299295,1.644645934,1.623628437,1.603161052,1.949423817,1.736098267,1.72267728,1.801493256,1.593832755,1.706522328,1.640876564,1.695525154,1.560318454,1.653494058,1.685152289,1.767529777,2.067919342,1.797692778,1.873441437,1.73630491,1.693086399,52.25529088,0.4113576,0.176206309,0.317520601,0.787684101,0.714706877,0.684401627,1.506410991,0.502127301,0.66137122,1.170333605,0.614256452,0.426797602,0.438424024,1.901952024,0.655085707,0.573883938,0.575554155,0.407525796,0.469129934,0.345925853,0.452117142,0.461174033,0.476704383,0.577884538,0.976372602,3.068726071,0.748293618,1.010263231,0.900924206,0.474834185
alternative5,12,1.593367258,1.558941197,1.609600949,1.932275255,1.552729919,1.702014888,1.988866946,1.613507214,1.743181383,1.960472596,1.709317333,1.584084092,1.563413231,1.873709415,1.609358608,1.680737732,1.786157787,1.597315755,1.614330313,1.673667462,1.638163593,1.601480003,1.68605558,1.709832778,1.767758927,2.207796512,1.73781745,1.820347637,1.789962611,1.587830806,51.49409523,0.421858497,0.175616225,0.31371835,0.806327042,0.723670014,0.663544678,1.530326463,0.470659247,0.66387238,1.215224756,0.621103991,0.438868414,0.433269873,1.833426201,0.651174341,0.559000708,0.553297331,0.405347048,0.464231879,0.339271811,0.462904876,0.453883519,0.481660158,0.575434172,0.91432366,3.041352988,0.723492982,0.94036234,0.933264294,0.461290384
alternative5,13,1.591143725,1.576874556,1.61556734,1.994317329,1.737405826,1.801264238,2.010231939,1.60800129,1.817047759,1.961951459,1.772444602,1.616250271,1.615110767,1.935706336,1.774179619,1.816603947,1.842056131,1.653635157,1.658483781,1.698607441,1.657722878,1.719902316,1.696302524,1.823522372,1.773603919,1.954571119,1.875306953,2.008585209,2.040618767,1.750393011,53.39741258,0.417804607,0.174186188,0.308125952,0.819436679,0.734752515,0.683026537,1.593011782,0.465331801,0.659970347,1.116876582,0.614849768,0.437707237,0.456526856,1.854841255,0.669148721,0.555555625,0.561521917,0.39801295,0.467949837,0.34544143,0.452908568,0.471360595,0.494577852,0.553951633,0.973705791,3.194942226,0.749973225,1.022358973,0.908223871,0.477057222
alternative5,14,1.633972381,1.62913165,1.623883234,1.923414878,1.679472925,1.760250226,1.923935738,1.697518948,1.751055876,2.071716594,1.756226922,1.613543224,1.667017101,1.806280057,1.760324898,1.660275588,1.819331967,1.664636618,1.678667893,1.69610426,1.619669793,1.649416347,1.651536677,1.75035956,1.768723331,2.040406486,1.802309952,1.906646568,1.927606609,1.679074401,52.6125107,0.421158953,0.178255818,0.311186456,0.823306642,0.731933953,0.662864802,1.594579798,0.480031449,0.67555102,1.196256591,0.624392928,0.422176141,0.44002414,1.803242767,0.674734306,0.552318251,0.555059914,0.394505053,0.468177407,0.343067682,0.45473171,0.470670527,0.501309615,0.569274153,0.942579488,3.349424328,0.762708929,0.982781287,0.927288676,0.466981792
alternative5,15,1.546854506,1.537621038,1.589892938,1.903719869,1.712555205,1.7782304,1.932483898,1.680453112,1.733318887,1.967075332,1.753384647,1.605862865,1.609057778,1.694405449,1.686554977,1.743786127,1.742418877,1.561573861,1.598451437,1.701907214,1.638167994,1.629014487,1.69684153,1.667356859,1.799818513,2.330212915,1.789795271,1.864780591,1.881371144,1.680222603,52.05719032,0.406685411,0.175494744,0.309330261,0.81144634,0.725010659,0.674095239,1.522716215,0.479608415,0.66657337,1.181745794,0.618278885,0.429352339,0.437026623,1.86370247,0.666230265,0.561097553,0.535376462,0.396576993,0.454951552,0.333783036,0.462579201,0.462650617,0.476843083,0.559631989,0.921657401,3.428518968,0.767487725,0.916209031,0.931996781,0.484349803
alternative5,16,1.617062621,1.570994549,1.541166527,1.89518803,1.680549915,1.797440777,1.899051975,1.69637252,1.8123993,2.008810149,1.669577715,1.600546553,1.574789464,1.862100958,1.69614596,1.654701465,1.781455838,1.616344598,1.660451493,1.705005848,1.614447754,1.584747453,1.653033767,1.700673022,1.695090097,2.195089103,1.860842433,1.933332413,1.855368017,1.722248134,52.15502844,0.410878815,0.176898711,0.30325708,0.781705476,0.714357848,0.686562312,1.515867577,0.467286111,0.681198244,1.170680991,0.608964516,0.4335038,0.429564404,1.931950004,0.674386161,0.564886065,0.566012823,0.415457053,0.444864805,0.342032982,0.454514729,0.464769799,0.4794672,0.553528428,0.955334019,2.933732792,0.765320021,0.976036268,0.899311148,0.457159802
alternative5,17,1.5646646,1.597941251,1.532140016,1.89713686,1.681929525,1.809435077,1.962268429,1.704502162,1.745329185,2.028974838,1.74576274,1.578795592,1.57643263,1.900713944,1.695078243,1.757088546,1.747296623,1.624627762,1.677616777,1.713864015,1.706317564,1.550144015,1.638611545,1.687037659,1.77390375,2.24912249,1.822579832,1.791194076,1.760443692,1.673260695,52.19421413,0.417404607,0.177892973,0.304318451,0.802248875,0.704317387,0.660311021,1.547288738,0.491246683,0.647093233,1.166294364,0.625086618,0.416117593,0.433169761,1.812246685,0.664428386,0.580321864,0.559853943,0.406111033,0.460418205,0.344709451,0.453447526,0.449774289,0.485424504,0.549516722,0.924260792,3.383105968,0.755406674,0.97473185,0.876033254,0.467327125
alternative5,18,1.558348665,1.541075354,1.581174564,1.872925058,1.690135425,1.721820226,1.849082694,1.653707633,1.784352248,1.952716926,1.710521551,1.593349413,1.57325704,1.895939118,1.741598346,1.693472018,1.713892496,1.653760779,1.694024782,1.729234241,1.547773332,1.577671034,1.640330661,1.769711358,1.694276648,2.072059185,1.808262147,1.817412883,1.83986327,1.683079123,51.65482822,0.418475318,0.178744178,0.311200068,0.813348949,0.742451821,0.662952138,1.458543462,0.475136639,0.681857055,1.203472723,0.606765889,0.422095606,0.452875421,1.89136574,0.669749299,0.553177235,0.537688428,0.401637241,0.453297709,0.334903757,0.440732937,0.468308381,0.486706925,0.57554168,0.999571154,3.075041342,0.753257969,0.955100726,0.840319359,0.488670097
alternative5,19,1.532970075,1.507771829,1.496669878,1.795813161,1.736038725,1.687448315,1.989839954,1.586298931,1.746950718,1.872614606,1.660752181,1.609321937,1.641754522,1.917428913,1.667006107,1.694270968,1.70541067,1.650226286,1.617343737,1.636741568,1.538666217,1.568437934,1.597633189,1.689553922,1.744495043,1.887375514,1.746578851,1.869314554,1.769151883,1.562504956,50.72638515,0.413648056,0.175012739,0.302914763,0.790136398,0.743214696,0.684941907,1.458494967,0.499874207,0.666798633,1.160692038,0.594557867,0.437486259,0.439178528,1.849861276,0.653036213,0.553592925,0.543640591,0.406499438,0.474728822,0.335797924,0.443882938,0.462467916,0.483880744,0.565797317,0.951310438,3.041670978,0.749464071,0.974615432,0.902055552,0.454252679
alternative5,20,1.568409469,1.569110032,1.59629055,1.853088915,1.751577761,1.699521211,1.998680243,1.528565099,1.751573192,2.037306499,1.734773037,1.546548696,1.59998083,2.09457789,1.746859305,1.608165016,1.788999403,1.612573182,1.681897249,1.687569448,1.602676046,1.629384011,1.706720833,1.721320994,1.737173256,2.339888587,1.765886355,1.797435492,1.942643398,1.679296441,52.37849244,0.420996396,0.177382839,0.307710431,0.796605305,0.754437985,0.669760791,1.58768627,0.478523874,0.700337003,1.193510959,0.589506182,0.423288505,0.437154118,1.91577683,0.666444833,0.551565244,0.564422764,0.405188798,0.462401937,0.337047958,0.441815453,0.457370951,0.485692838,0.566024344,0.936201156,3.46160137,0.748084364,0.934087339,0.927650093,0.471350668
alternative6,1,1.537300985,1.561999739,1.604471758,1.824359697,1.658014819,1.794595583,1.783900653,1.87154307,1.669144868,1.802614773,1.678571056,1.595396057,1.597153629,1.8949873,1.788581134,1.78707926,1.761437662,1.601340515,1.611162038,1.580258053,1.640711002,1.621940735,1.714804843,1.73930736,1.706323161,2.093337647,1.707479062,1.888034347,1.873070941,1.680305126,51.66922687,0.416579167,0.176060691,0.313983508,0.823828962,0.700870532,0.667312118,1.482132133,0.494972945,0.66825858,1.19610426,0.604272662,0.420147113,0.44847766,1.980281151,0.637044007,0.567720168,0.561888987,0.388465354,0.455606909,0.332025498,0.444797916,0.466779541,0.490477794,0.562766285,0.932822201,3.366647575,0.733804609,0.963384041,0.93062536,0.458724221
alternative6,2,1.571459155,1.575334271,1.482609724,1.853578905,1.559674374,1.70296987,1.902784201,1.82754799,1.837711455,1.670242864,1.726665116,1.637431403,1.558192526,1.857278258,1.694501211,1.712054743,1.766947628,1.650246114,1.634290943,1.676446127,1.616733287,1.627619348,1.622967556,1.75873105,1.745176079,2.15239889,1.739029605,1.892436185,1.927340281,1.638754966,51.61915413,0.397995364,0.177198563,0.30658985,0.791170196,0.699797735,0.668494367,1.578817599,0.481004888,0.690401794,1.183750286,0.612865824,0.435051425,0.428655691,1.799785122,0.646981233,0.558543867,0.564962234,0.399247361,0.458783926,0.337755834,0.462620616,0.459606702,0.480785753,0.584889772,0.945214792,3.475125356,0.773945453,0.990941492,0.935541563,0.474825423
alternative6,3,1.568405386,1.577661355,1.501308314,1.791269696,1.630896416,1.691412741,1.777034321,1.886943891,1.775575441,1.721648231,1.721674987,1.586811449,1.632873668,1.864642157,1.756381439,1.670051312,1.744964497,1.67709738,1.648763728,1.630752396,1.672799423,1.555588278,1.681747771,1.681251814,1.702831033,1.856233283,1.890647746,1.852187325,1.899354747,1.64944872,51.29825895,0.413852377,0.173621515,0.295387853,0.796176618,0.719420707,0.663764097,1.593618625,0.480769263,0.677656983,1.103075277,0.637827759,0.430494473,0.436068897,1.963823935,0.66408594,0.548621466,0.554196122,0.406201933,0.46832873,0.339357316,0.451740193,0.449529336,0.491815858,0.556077033,0.96590794,3.261593049,0.75557194,1.000650528,0.956243964,0.464267804
alternative6,4,1.523004975,1.563464076,1.504439941,1.903397277,1.657804702,1.758753313,1.824630547,1.899312457,1.729423921,1.757407275,1.782804655,1.652116788,1.571011434,1.912152348,1.654502842,1.709947257,1.74112262,1.641058689,1.630550936,1.641783173,1.624344614,1.551946418,1.626629227,1.724494139,1.719207449,2.10173215,1.816302791,1.879705141,1.893173761,1.71163791,51.70786283,0.405022284,0.178071347,0.302140901,0.804339642,0.697967613,0.667829286,1.532222325,0.495250847,0.662284529,1.153007061,0.630208119,0.424679057,0.427018265,1.906967403,0.646549051,0.569894898,0.569018736,0.397358144,0.487945417,0.34644897,0.449308085,0.454027556,0.479191385,0.576406886,0.992837465,3.470941103,0.782777845,1.012754146,0.942906342,0.460824848
alternative6,5,1.560873502,1.545733287,1.605219706,1.889005525,1.693981788,1.825327601,1.866717855,1.818755109,1.863390267,1.884761334,1.682011529,1.582471915,1.600993518,1.857628702,1.661371912,1.768010541,1.72467633,1.620704241,1.637292296,1.724044725,1.663652357,1.626426622,1.67427574,1.665476266,1.861014862,2.119243276,1.769728117,1.80441796,1.876659842,1.658805964,52.13267269,0.417756383,0.175236276,0.310375412,0.80562221,0.744857856,0.699626994,1.456171308,0.479297086,0.672533683,1.159516798,0.608146705,0.430975683,0.442042393,1.897907421,0.661857087,0.560714419,0.54784622,0.397990127,0.457315461,0.342420015,0.458219543,0.439211087,0.488740823,0.544228236,0.957479703,3.222640888,0.701283525,0.979567109,0.922688584,0.4681565
alternative6,6,1.521746714,1.56647574,1.501108741,1.93108106,1.645039126,1.769575487,1.979225048,1.788429032,1.841396268,1.971113379,1.659389989,1.597967956,1.606143208,1.856699998,1.69018273,1.669085813,1.815660466,1.552722269,1.63540174,1.613217922,1.582866603,1.697735791,1.663938949,1.661725872,1.692606621,2.290453974,1.779280237,1.821107195,1.977304905,1.662810463,52.0414933,0.406859131,0.176494111,0.303110307,0.852868668,0.706821714,0.695886012,1.640173832,0.463675835,0.673839686,1.232232764,0.643506316,0.427985531,0.436343718,1.831679868,0.661367888,0.547886066,0.563253292,0.394942183,0.466020095,0.340100713,0.447011771,0.482932589,0.494017456,0.578483221,0.895782131,3.530735257,0.738939124,0.97611197,0.931062687,0.466264195
alternative6,7,1.530171808,1.565995743,1.53190466,1.888871882,1.696241923,1.642567285,1.749893062,1.795349781,1.743156149,1.828149791,1.721793609,1.596195249,1.589329767,1.844340501,1.768978873,1.7904093,1.732476703,1.542490404,1.621646019,1.672544516,1.599429367,1.557426964,1.666294905,1.724678108,1.699640609,2.016904123,1.682985482,1.862260496,1.909196913,1.606427064,51.17775106,0.401484537,0.178251501,0.308299173,0.816566294,0.714708053,0.661184902,1.580508013,0.482254247,0.672743867,1.154133664,0.624765699,0.427585074,0.439315892,1.955959722,0.667791911,0.576116736,0.549912113,0.391371454,0.466543862,0.341294067,0.451369198,0.448625789,0.497618226,0.572846669,0.949976349,3.235195741,0.722706854,0.990433887,0.937449861,0.475753302
alternative6,8,1.583073763,1.555878521,1.56256421,1.909925506,1.6972564,1.770002875,1.858066176,1.820201908,1.789304425,1.873231918,1.735124356,1.653896799,1.632743318,1.835052854,1.691646691,1.727201758,1.818618141,1.561366158,1.614904023,1.689943799,1.502958,1.594669719,1.703767317,1.719708397,1.736176762,1.978639235,1.722079671,1.964617584,1.868507285,1.68677326,51.85790083,0.408798166,0.173611705,0.311403678,0.827754094,0.715073137,0.670373391,1.512893835,0.474723873,0.694280867,1.250344797,0.615280504,0.415264549,0.432066554,1.789177284,0.663677226,0.569725661,0.561552035,0.394089783,0.458984325,0.339045812,0.434921463,0.44589557,0.486053036,0.560774157,0.990325772,3.253602714,0.708890583,0.960863595,0.912685937,0.46342565
