Scenario,Replication,1209L,1210L,1211L,1226L,1231L,1232L,1233L,1251L,1262L,1269L,1278L,1293L,1295L,1296L,1297L,2601L,2608L,2610L,2613L,2620L,2639L,2646L,2647L,4452L,4484L,4485L,4486L,4496L,4859L,4868L,SystemL,1209W,1210W,1211W,1226W,1231W,1232W,1233W,1251W,1262W,1269W,1278W,1293W,1295W,1296W,1297W,2601W,2608W,2610W,2613W,2620W,2639W,2646W,2647W,4452W,4484W,4485W,4486W,4496W,4859W,4868W
alternative12,8,1.550225622,1.560409277,1.566841164,1.936329016,1.659960512,1.793616157,1.861033123,1.843648561,1.741980144,1.933774179,1.75677995,1.68249843,1.618309777,1.775301773,1.684215421,1.74586524,1.768004555,1.574220424,1.653088917,1.655698936,1.498857616,1.613176078,1.692642666,1.740738672,1.745855052,1.939959689,1.69936001,1.970446061,1.848033986,1.693997861,51.80486887,0.406734945,0.1735524,0.310196126,0.823528715,0.706194641,0.664300205,1.55593901,0.478873398,0.680392174,1.214190331,0.621787408,0.428435716,0.434152428,1.763605803,0.660851385,0.569102006,0.551597751,0.399699637,0.465067019,0.333388169,0.430102633,0.463324908,0.477207563,0.569946699,0.979481695,3.437893531,0.691257517,0.950130464,0.920175155,0.462762142
alternative12,9,1.531829835,1.498374446,1.557709701,1.865952118,1.694539917,1.76634623,1.829877911,1.845638492,1.776297002,1.96509148,1.746375917,1.611520915,1.584214573,1.98711927,1.736657807,1.724275036,1.786811421,1.662737581,1.669348379,1.669748454,1.623186907,1.557131398,1.623315409,1.746755845,1.822017979,2.14780764,1.846287878,1.989144536,1.825488512,1.689464531,52.38106712,0.422181063,0.169222027,0.305995977,0.794954847,0.731500115,0.673654182,1.488255625,0.482981336,0.661389896,1.19852654,0.620896092,0.437295302,0.4280914,1.961863211,0.664543057,0.552362084,0.567961997,0.410741532,0.462896253,0.339193827,0.448503374,0.466944859,0.496804568,0.580290611,0.978360721,2.9294093,0.751925966,0.986474123,0.922958285,0.475037417
alternative12,10,1.576951909,1.583421441,1.538245787,1.9114935,1.661460071,1.825232633,1.765859589,1.883326506,1.783017276,1.874627675,1.750509651,1.659728473,1.620688706,1.91985746,1.737685312,1.769575318,1.752049315,1.678979891,1.654412014,1.671382947,1.659947829,1.6555922,1.748177702,1.728220665,1.669767315,2.188770054,1.764487215,1.814036734,1.895285265,1.695273983,52.43806444,0.413917811,0.176218158,0.309648024,0.810851157,0.703536763,0.686280959,1.488380368,0.480552443,0.668922485,1.239275391,0.626735654,0.430793283,0.428197607,1.92937634,0.651381698,0.557245494,0.563040403,0.412582347,0.452115475,0.338389716,0.456848208,0.457942934,0.496723935,0.570849296,0.913252224,3.28441439,0.734596154,0.994866941,0.956844478,0.472925995
alternative12,11,1.588842738,1.552748233,1.618874722,1.89680459,1.714034773,1.803108145,1.86450667,1.876507997,1.701117974,1.86563573,1.645418274,1.637029202,1.59105706,1.940886448,1.761369789,1.712689054,1.797053106,1.607726099,1.689415261,1.645710359,1.67986206,1.565184783,1.647308202,1.701537151,1.801101243,1.916709203,1.699083369,1.986092887,1.839156478,1.691986349,52.03855795,0.412674802,0.177188471,0.313815332,0.810052031,0.712096003,0.685703158,1.472141754,0.498662551,0.663060762,1.19497809,0.608660892,0.426208335,0.435612625,1.962516845,0.674900827,0.562660127,0.579474974,0.407174183,0.460380568,0.343624455,0.447708586,0.463370523,0.485595283,0.572863315,0.972938802,3.058489922,0.753102607,0.991520785,0.913786154,0.474156742
alternative12,12,1.590252858,1.571755374,1.596205524,1.943869597,1.60457117,1.648230691,1.819249294,1.840880361,1.755300045,1.887116914,1.673354275,1.54316452,1.577010748,1.728711346,1.630645132,1.707278426,1.760179135,1.601276586,1.570847198,1.691230945,1.64240786,1.593956518,1.643176518,1.70562558,1.760245239,2.108962674,1.772179402,1.772314392,1.815778508,1.573780467,51.1295573,0.426548057,0.174682356,0.311784233,0.796409691,0.723859385,0.657498198,1.518220792,0.472643267,0.666073593,1.17010472,0.631609363,0.439539654,0.434086823,1.811723123,0.654572866,0.569943309,0.550224745,0.413401682,0.465139178,0.341388515,0.460850997,0.457698861,0.482768841,0.554162897,0.903428416,3.033791,0.727447481,0.949662323,0.947399493,0.458617441
alternative12,13,1.574872252,1.585176237,1.597856778,1.991839838,1.728748884,1.876887807,1.874382954,1.891893604,1.770057725,1.754067214,1.703777841,1.649968859,1.62797071,1.780181775,1.789172682,1.777475167,1.886693015,1.644644508,1.669631922,1.701667399,1.61528655,1.684926482,1.656934556,1.838070883,1.741085348,2.039523851,1.891697396,1.926783866,2.045451336,1.768083456,53.0848109,0.411732332,0.174114809,0.310170899,0.830727065,0.732816014,0.675071177,1.582891065,0.467067964,0.664265483,1.16352452,0.617509165,0.436562412,0.445404321,1.838471477,0.669738939,0.557336636,0.571965882,0.407985353,0.462751904,0.343638497,0.454515962,0.471282856,0.493913932,0.555790265,0.946028649,3.150439493,0.757788041,0.99963367,0.924123908,0.474687854
alternative12,14,1.61436781,1.634668266,1.608447314,1.873257983,1.686731668,1.780825947,1.876789806,1.883335267,1.812859252,1.746754349,1.69923722,1.599362751,1.610355938,1.910099774,1.758337504,1.662532568,1.761067868,1.703595134,1.684585068,1.695782827,1.620726774,1.690382928,1.65504089,1.755072645,1.771322137,2.230019901,1.815761509,1.857849902,1.904781416,1.677332729,52.58128515,0.422920374,0.179900588,0.310626881,0.795323774,0.707667202,0.683868815,1.623071361,0.481859739,0.685697306,1.14563844,0.621785112,0.42479387,0.428846522,1.902958652,0.692009596,0.553436553,0.546050487,0.401625279,0.47073901,0.343485331,0.448557979,0.465659662,0.496305473,0.567475615,0.969787543,3.163592068,0.744002464,0.981135185,0.926835817,0.474935846
alternative12,15,1.566509263,1.537292648,1.579085058,1.904663472,1.700108066,1.831242313,1.841452368,1.856606785,1.719520414,1.755574821,1.759247485,1.626578619,1.579196629,1.717013108,1.679324756,1.700105034,1.755879539,1.543843967,1.56494424,1.703957058,1.689072014,1.591363677,1.691039914,1.678245586,1.744823301,2.243342992,1.833864063,1.880140421,1.815016931,1.694105117,51.78315966,0.406069,0.175597405,0.307390116,0.805123331,0.722264258,0.691846421,1.470564799,0.474738887,0.678315438,1.142626662,0.611251048,0.429583762,0.430696424,1.801775875,0.667557637,0.556110902,0.551531866,0.392822898,0.452570226,0.338332436,0.461742101,0.46479311,0.481600198,0.564644349,0.90031742,3.340888005,0.783321009,0.95515957,0.919297976,0.482360333
alternative12,16,1.606504095,1.559635652,1.538084996,1.863990454,1.650576745,1.777954294,1.89254346,1.872776209,1.862742076,1.83377573,1.730871711,1.635921324,1.565010198,1.748199328,1.703513733,1.66554619,1.749360173,1.618857358,1.631744363,1.693846403,1.624592017,1.612634996,1.658796179,1.68552979,1.683204392,1.929479327,1.846372317,1.951500356,1.827218026,1.718889886,51.73967178,0.40917864,0.177311285,0.305489367,0.781653648,0.718125134,0.677499511,1.548679333,0.473666127,0.696225944,1.181630375,0.628219009,0.431398801,0.427220983,1.947776697,0.669920502,0.560366825,0.552881057,0.405385826,0.455710603,0.344693113,0.449974764,0.4602017,0.467941429,0.555285492,0.922622876,3.058293736,0.766813944,0.978345417,0.915878939,0.453859089
alternative12,17,1.572024469,1.559474801,1.519309465,1.884001097,1.637803586,1.837904982,1.863194827,1.91917466,1.720017517,1.818038707,1.749996393,1.557988864,1.603558076,1.853379498,1.682785495,1.818104484,1.792808319,1.592489119,1.694188931,1.71277275,1.618935097,1.570213378,1.65834282,1.712218594,1.70192848,2.092986147,1.882636263,1.829515907,1.779681994,1.691599448,51.92707417,0.415808284,0.175840261,0.30196466,0.814554767,0.693908718,0.653645494,1.583472112,0.486892925,0.662999048,1.169509671,0.626601779,0.417388342,0.433990512,1.856479179,0.655564763,0.589658773,0.555425462,0.403317146,0.463174538,0.347120052,0.451929157,0.457454771,0.480976476,0.552709259,0.906788354,3.383165979,0.749903733,0.942544612,0.90944278,0.472630162
alternative12,18,1.545336283,1.514868621,1.562252444,1.885259504,1.739480442,1.745145297,1.6514412,1.83077151,1.733474609,1.736700594,1.695276387,1.62818314,1.567854529,1.840107048,1.797953266,1.671873979,1.697120464,1.6508105,1.723083662,1.721944606,1.573198439,1.622847664,1.625617089,1.743639295,1.647318456,2.084836651,1.806382946,1.826154655,1.881581203,1.67500839,51.42552287,0.418886982,0.178318482,0.310617487,0.817718891,0.743417358,0.670498692,1.405496321,0.470106423,0.662785414,1.162928063,0.618337892,0.43069557,0.450600357,1.929443714,0.681234858,0.547243605,0.545150691,0.402141652,0.455786379,0.335295842,0.448862045,0.458107842,0.482409799,0.575344446,0.956130453,3.199627931,0.750740058,0.95273377,0.864928902,0.490480977
alternative12,19,1.548192435,1.499225133,1.519503305,1.832274372,1.689659162,1.714707469,1.821631176,1.854805991,1.712577034,1.73021242,1.634629739,1.60251297,1.641248954,1.821823716,1.69046582,1.68314366,1.699885637,1.619456462,1.622129567,1.642726179,1.511266167,1.535455136,1.584963497,1.679931739,1.71495843,1.876095188,1.787967871,1.821021253,1.761726334,1.566374405,50.42057122,0.418250279,0.173710006,0.300855884,0.7985466,0.745311976,0.687788971,1.482512071,0.496662253,0.658452919,1.142215969,0.579992122,0.432693608,0.441938126,1.829666795,0.654338549,0.567031611,0.552065404,0.403613949,0.483433819,0.334263379,0.444709012,0.45667446,0.481522679,0.563098818,0.940653435,3.169391081,0.76401881,0.963956765,0.900184377,0.461774203
alternative12,20,1.578083429,1.567544458,1.604648248,1.840922811,1.674518448,1.737505842,1.94922964,1.750763236,1.694667245,1.823104799,1.707184931,1.589835119,1.631743759,1.968863419,1.742794186,1.653765756,1.810589673,1.622788416,1.672421853,1.658755599,1.563472813,1.624167466,1.71524426,1.672037386,1.660779484,2.176548239,1.801396646,1.870073791,1.913923724,1.666588258,51.94396293,0.411175384,0.176127942,0.308496224,0.800202738,0.749495093,0.679154126,1.553494058,0.478401215,0.690630655,1.168848603,0.594446317,0.418438589,0.439356262,1.875423706,0.662089114,0.559211054,0.572457603,0.406252175,0.464764965,0.343392255,0.443925723,0.455728985,0.492793196,0.560095637,0.918403401,3.385548418,0.750328259,0.951249533,0.920038835,0.478224221
alternative13,1,1.515422438,1.550695997,1.609117629,1.794874944,1.703430501,1.766971094,1.811194711,1.858009522,1.728036933,1.836524052,1.742365577,1.57329002,1.615098081,1.896964704,1.750405482,1.722703002,1.80071414,1.561140454,1.639594317,1.622811565,1.648716252,1.628663265,1.682282156,1.731072696,1.671443635,2.091808468,1.680921384,1.882412138,1.843990322,1.718298774,51.67897425,0.419491847,0.174463692,0.311338445,0.818197681,0.6965391,0.672809616,1.457638884,0.501148234,0.675674298,1.202021186,0.607201055,0.419933433,0.453161357,1.904274345,0.645841308,0.561704626,0.560985146,0.389338804,0.466536781,0.332335014,0.446889036,0.466944128,0.48232049,0.556850734,0.926023103,3.158409811,0.721957751,0.986380561,0.926401869,0.465366846
alternative13,2,1.56939553,1.570496618,1.494740015,1.834401254,1.610858369,1.76068909,1.797163318,1.857871029,1.76306946,1.644093421,1.717551004,1.635082279,1.594775392,2.094715386,1.723761115,1.575485341,1.744098344,1.657539124,1.655881941,1.656530764,1.612217072,1.635604993,1.636838769,1.795130886,1.785087983,2.078532675,1.719298217,1.852479138,1.897476399,1.649137158,51.62000208,0.403148525,0.17751421,0.310256462,0.795231767,0.713449444,0.6826013,1.59605563,0.480553865,0.676843285,1.136281285,0.614172742,0.441928675,0.434242509,1.812734469,0.650952914,0.546693107,0.557653712,0.397405685,0.466304784,0.33216538,0.452691808,0.459518827,0.481330332,0.589641532,0.927263494,3.507320921,0.765159678,0.972084584,0.940409923,0.477449278
alternative13,3,1.555195246,1.594431813,1.509906083,1.810773893,1.632725324,1.70605992,1.761952687,1.882298297,1.767244457,1.752329801,1.744414747,1.564766146,1.586308188,1.810685596,1.778341855,1.688114195,1.727481193,1.698247917,1.646209633,1.63655719,1.641646192,1.589293717,1.667100844,1.659641105,1.741971466,1.773153506,1.856284363,1.860711077,1.862912663,1.671016647,51.17777576,0.407085363,0.173557123,0.29197275,0.798436548,0.729175507,0.662649392,1.598022912,0.490357258,0.68170566,1.113753989,0.635134644,0.431175567,0.434428665,1.953467013,0.656176058,0.561977262,0.550341051,0.410635045,0.468342324,0.341156331,0.443483774,0.45254964,0.486152498,0.558422748,0.952101965,3.175295442,0.751432827,1.011323966,0.943181175,0.472561877
alternative13,4,1.526668981,1.556050546,1.490486545,1.898662907,1.653013169,1.732386924,1.810466923,1.884430432,1.701039663,1.649272133,1.797003186,1.645730177,1.572176482,1.811613818,1.660853201,1.687393518,1.736016243,1.678041878,1.633593206,1.666309896,1.619394006,1.604443632,1.633821321,1.666622678,1.785494125,2.140758769,1.856501121,1.912367972,1.877317262,1.731459107,51.61938982,0.402429879,0.176919203,0.300008615,0.818674254,0.70377666,0.666962384,1.543712964,0.495135876,0.661620158,1.14024154,0.622682533,0.413739371,0.432564506,1.947628341,0.652930426,0.563417351,0.569179482,0.403197429,0.49628148,0.347550152,0.455282519,0.454250897,0.476434402,0.567066626,0.999063501,3.436698858,0.788304586,0.99463504,0.93434114,0.467906434
alternative13,5,1.542115389,1.533696731,1.60513122,1.947569434,1.772328441,1.834540177,1.818841341,1.810194456,1.836004797,1.870602939,1.638279614,1.595472688,1.574887068,1.983160647,1.650455002,1.789292089,1.730352758,1.623072437,1.672624308,1.726821396,1.631721396,1.628989783,1.672930847,1.692165369,1.815828503,2.251413678,1.804594447,1.830526031,1.808997118,1.635981804,52.32859191,0.418468272,0.174448044,0.311951161,0.808104478,0.739837532,0.699404363,1.445681648,0.482589242,0.671738615,1.198967595,0.604137263,0.427219594,0.439214851,1.934020367,0.640479877,0.562254105,0.54723487,0.396677581,0.467020175,0.343375321,0.456407136,0.438915506,0.485788422,0.537352651,0.970060534,3.317507672,0.721474906,0.97793766,0.914348458,0.465282672
alternative13,6,1.555395693,1.566326454,1.533244379,1.880752367,1.604752605,1.730411663,1.925353121,1.837393009,1.825811196,1.956281067,1.66728004,1.611494014,1.551672276,1.629556766,1.701355681,1.706357193,1.800148731,1.552875758,1.645615992,1.635913467,1.566745588,1.640948301,1.675687691,1.731833696,1.701271921,2.29756378,1.792241699,1.828594005,2.014113983,1.64230564,51.80929778,0.40916938,0.176587845,0.305929164,0.842914114,0.712647009,0.691172846,1.64669448,0.463370566,0.683412514,1.21979681,0.644143631,0.435809997,0.428494028,1.844269317,0.64062173,0.549410066,0.567241326,0.396379837,0.463973,0.342201539,0.453946408,0.473548706,0.49817571,0.579161675,0.887320807,3.484621573,0.737092519,0.970537085,0.930144675,0.464846627
alternative13,7,1.485613195,1.576447239,1.548643061,1.863714394,1.657246962,1.646989814,1.722579384,1.804485317,1.766342569,1.855601927,1.717062684,1.612052163,1.563737631,1.759423703,1.795226429,1.770618738,1.754102188,1.575746883,1.654429609,1.652835797,1.607140762,1.538195444,1.675211962,1.73019836,1.682908118,1.987292522,1.704000869,1.915302198,1.82153771,1.596771415,51.04145905,0.40225353,0.178117675,0.309505551,0.824438494,0.709930478,0.666313978,1.605787864,0.484345558,0.686406538,1.152753408,0.626837053,0.426281916,0.432743326,1.940305016,0.673671361,0.577752628,0.552151737,0.391531004,0.467851602,0.342839875,0.44949593,0.442985288,0.493497525,0.57362689,0.960728893,2.985022471,0.747733767,0.977582745,0.911795004,0.47153404
alternative13,8,1.560010486,1.564596301,1.583728401,1.904779916,1.720303508,1.786278951,1.8504524,1.829625691,1.766608768,1.94144632,1.796609523,1.629962758,1.603928643,1.727997674,1.661034661,1.761930815,1.808493568,1.57135614,1.605246257,1.67375747,1.486652556,1.615750618,1.705367595,1.744693733,1.706622829,1.89640783,1.69741782,1.981852891,1.856441986,1.688879999,51.72823611,0.408557282,0.173696188,0.310635043,0.809137918,0.721131725,0.652179269,1.548865286,0.48261146,0.685973915,1.222210026,0.62058765,0.421751076,0.431095404,1.794894336,0.661153914,0.564617538,0.553674225,0.405656659,0.461708521,0.335614468,0.432112181,0.461117869,0.477987569,0.568656865,0.964570774,3.327602791,0.70151117,0.976634989,0.895829989,0.461890246
alternative13,9,1.541253088,1.505020883,1.571344207,1.968548331,1.650638397,1.812346777,1.760561068,1.861400796,1.709080763,1.906665128,1.729095364,1.590679752,1.581401136,1.993094709,1.765459592,1.732763689,1.824890273,1.630008722,1.669091161,1.656708219,1.610424434,1.546287569,1.645092926,1.769893569,1.829848644,2.294551447,1.80413191,1.939543232,1.830891846,1.694469698,52.42518733,0.425101853,0.16999935,0.306666878,0.811756108,0.730955833,0.678497753,1.521338096,0.479778341,0.660264146,1.216436714,0.616322157,0.433284299,0.430543336,1.905047272,0.661268492,0.553192652,0.565580522,0.409331207,0.468584413,0.33893548,0.45028309,0.459103938,0.500069323,0.58047778,0.964581371,3.215310412,0.736833647,0.986565764,0.917315934,0.467317819
alternative13,10,1.569135132,1.587383478,1.558716306,1.921978661,1.716149393,1.785459057,1.764303622,1.89068861,1.716882267,1.891304472,1.756319278,1.634702977,1.615693918,1.941757076,1.724473835,1.749597337,1.767190865,1.654563038,1.677347342,1.65343702,1.697841273,1.637703424,1.737618969,1.681355207,1.707075308,2.361054643,1.823576176,1.818911417,1.927574304,1.674358994,52.6441534,0.414130829,0.175897887,0.309260047,0.801442797,0.720836708,0.67457979,1.560590826,0.480980074,0.66994422,1.198858574,0.628191648,0.427271411,0.431005871,1.915474253,0.651441518,0.552390856,0.565597943,0.405472782,0.454869647,0.338468252,0.461884266,0.460412832,0.497046541,0.564426803,0.924605185,3.106842381,0.75231734,0.994510029,0.957889693,0.475193326
alternative13,11,1.595672182,1.557143445,1.615777553,1.923485682,1.64914067,1.765396106,1.839057536,1.91062057,1.658946475,1.840315792,1.681644234,1.636412549,1.570326465,1.862745562,1.766977714,1.782911544,1.82703125,1.622605102,1.664045108,1.60818018,1.660479817,1.578076566,1.686266492,1.705298276,1.778417286,2.297395291,1.700782709,1.941908558,1.81146497,1.688193014,52.2267187,0.410007524,0.177352732,0.314910715,0.788688353,0.695560682,0.68474631,1.466503864,0.49618972,0.653352934,1.191487074,0.607396177,0.430409375,0.439629526,2.013360397,0.673821081,0.577584745,0.578008559,0.404260207,0.464005645,0.340127906,0.45003891,0.468915626,0.48246916,0.573325229,0.980232492,3.187876749,0.754319742,1.005747272,0.9109086,0.470896548
alternative13,12,1.598984515,1.55709999,1.606232772,1.955954952,1.568539694,1.67607171,1.862301569,1.895450951,1.726552846,1.822929003,1.680865633,1.567212973,1.560412004,1.643459035,1.611884884,1.726318017,1.763249791,1.592424819,1.56459453,1.700004375,1.637211151,1.601679611,1.632810435,1.682222423,1.76330263,2.105424908,1.794191046,1.770220535,1.860559388,1.561150983,51.08931717,0.425513588,0.17513499,0.315365573,0.792349725,0.706729691,0.658422221,1.539939538,0.47038506,0.665791413,1.190323398,0.639112879,0.441153057,0.431893047,1.814853747,0.64484915,0.563747769,0.546444167,0.414877106,0.464817063,0.340866407,0.461305786,0.457907816,0.481294658,0.558886886,0.902904926,3.232184776,0.727359996,0.965774601,0.937483171,0.452751959
alternative13,13,1.566840962,1.586331416,1.598231134,1.994042475,1.735567488,1.865013211,1.86508457,1.920565424,1.783935844,1.790159533,1.741021893,1.62419983,1.634551793,1.888448182,1.798543119,1.767587459,1.90799326,1.618461899,1.64025652,1.684764411,1.637312024,1.701979042,1.649423138,1.853802159,1.72496178,2.169267716,1.865811409,1.942431574,2.011484606,1.725399098,53.29347297,0.41398923,0.174428106,0.309492577,0.829876264,0.717974432,0.676871893,1.560716671,0.465313926,0.660447647,1.126886967,0.612257929,0.439033746,0.456643989,1.8861605,0.664358615,0.560048785,0.570842413,0.402738836,0.464992677,0.343987533,0.455902283,0.473473324,0.494335171,0.552429579,0.974044711,3.145299947,0.746177117,1.010104747,0.920717564,0.474552921
alternative13,14,1.619570957,1.634929505,1.625111515,1.886110014,1.674962157,1.799428682,1.803558283,1.883609342,1.760200346,1.797191244,1.74821172,1.635844951,1.633989569,1.757202201,1.77403812,1.67568429,1.763811023,1.677093649,1.649903002,1.676130554,1.617264817,1.666753843,1.640446665,1.803458989,1.767428986,2.288369693,1.832222375,1.838257024,1.933716678,1.653051533,52.51755173,0.424284636,0.179682146,0.310596077,0.804026118,0.702187722,0.692869518,1.6120245,0.481863384,0.674299249,1.131998232,0.625309725,0.431931144,0.425233402,1.88631829,0.693931423,0.563956476,0.547871578,0.403166636,0.459622183,0.342685722,0.45317325,0.47157275,0.49606115,0.564367436,0.954001632,3.271096073,0.744723225,0.974003347,0.924204039,0.470838368
alternative13,15,1.56788139,1.528911781,1.590876797,1.894336707,1.700249887,1.80375468,1.767840773,1.85401047,1.698885308,1.748844366,1.75962424,1.658543656,1.552250638,1.757968373,1.693461464,1.708716376,1.755808528,1.592735493,1.562602065,1.702524325,1.699964178,1.599733927,1.666344327,1.667378612,1.698956648,2.351207766,1.820660092,1.855963261,1.844830772,1.706074393,51.81094129,0.406278756,0.174973369,0.30571507,0.800648952,0.7185386,0.686612065,1.49355029,0.475595069,0.664688868,1.168119259,0.616750025,0.434677889,0.429198522,1.901629629,0.681331778,0.558768146,0.548396372,0.38910326,0.450444905,0.338889092,0.467022423,0.465018364,0.474010138,0.557342009,0.908611167,3.539974667,0.780926001,0.939515456,0.91844311,0.485805281
alternative13,16,1.605919788,1.57063725,1.531029721,1.853419177,1.694726279,1.802775114,1.884478551,1.823856709,1.837287885,1.804444375,1.720281904,1.62189691,1.556629472,1.904948952,1.673689128,1.667186795,1.7809767,1.63245938,1.634147307,1.699267204,1.635167382,1.614283453,1.66969592,1.669671226,1.669858269,1.881491693,1.872259831,1.909208992,1.850485134,1.698558786,51.77073929,0.408884878,0.177916004,0.306540366,0.776762638,0.706598892,0.676880064,1.482950405,0.471726951,0.689128822,1.188012358,0.62421005,0.433739164,0.42606417,1.932439653,0.677825895,0.560555501,0.55797739,0.406984333,0.452631557,0.349452148,0.449101891,0.461770273,0.475544362,0.550311646,0.920210281,3.05764433,0.759606533,0.966520814,0.912311219,0.456366404
alternative13,17,1.563285216,1.57008738,1.520452289,1.85461408,1.64674966,1.826009192,1.785962881,1.872077065,1.743932832,1.797675404,1.71697446,1.568022513,1.636960042,1.809471073,1.667750506,1.864610819,1.828826109,1.591318493,1.689807417,1.719154749,1.631150532,1.554520515,1.666508311,1.643635632,1.746282979,2.294578798,1.846543652,1.864705723,1.775785923,1.686324925,51.98377917,0.415021054,0.175307329,0.303699675,0.811106883,0.684801898,0.656865444,1.610780351,0.487836356,0.660899814,1.14616452,0.617239016,0.422433255,0.434614193,1.902781752,0.669620958,0.60176564,0.558884213,0.402313483,0.458666618,0.345387223,0.452183348,0.457885384,0.485498701,0.55236301,0.904970833,3.191272719,0.756461286,0.942465989,0.904889464,0.465915957
alternative13,18,1.524477715,1.524216131,1.550936381,1.857491488,1.645748083,1.726476599,1.702498507,1.877428959,1.772516459,1.852989915,1.682747616,1.618103952,1.546409552,1.899050262,1.709930219,1.631265112,1.712782916,1.652789583,1.709581956,1.718465083,1.577372042,1.60613438,1.623493861,1.815615964,1.680157359,2.17626108,1.815591235,1.82948369,1.891606791,1.690732434,51.62235533,0.417475939,0.178456039,0.311030183,0.803255488,0.747744655,0.678533344,1.39614026,0.475641018,0.67697967,1.161912874,0.609752533,0.435390776,0.444793974,1.924779235,0.667554032,0.537610197,0.541248273,0.403443039,0.456745564,0.33846333,0.447040919,0.458968414,0.485783073,0.585149858,0.989221654,3.086787018,0.751685316,0.948736379,0.842579012,0.488136203
alternative13,19,1.546667378,1.50649041,1.514106775,1.807471868,1.724343597,1.712875807,1.803871137,1.859102732,1.70322192,1.726019038,1.621072629,1.567544382,1.628062487,1.536701848,1.649171896,1.685633306,1.767591776,1.591734729,1.592558372,1.626608487,1.548754863,1.553412035,1.580056817,1.705258826,1.723717049,2.169169025,1.784493698,1.843044881,1.775587161,1.608528249,50.46287318,0.415810826,0.17413141,0.301945793,0.798859689,0.744197805,0.681349772,1.495234032,0.499488715,0.661215592,1.1640281,0.576597189,0.432662491,0.438776322,1.798950722,0.661090101,0.568403673,0.552617684,0.399608454,0.476189,0.3340996,0.4473294,0.456360299,0.486385844,0.567624486,0.942584788,3.016148884,0.762536057,0.9545531,0.905973072,0.46246141
alternative13,20,1.55379687,1.567010235,1.626246877,1.846679942,1.678592876,1.770499631,1.845534545,1.782148455,1.725260954,1.85840459,1.7139674,1.582575502,1.628397057,1.921208178,1.718840032,1.653538214,1.802221657,1.624887613,1.644976182,1.673015968,1.568992725,1.602161205,1.716267061,1.706477704,1.696294703,2.001290972,1.802797142,1.831071945,1.883413163,1.67550138,51.70207078,0.414600172,0.176260399,0.309018458,0.797410715,0.752253388,0.687942487,1.517838869,0.477551921,0.695225094,1.17063396,0.594507971,0.423489764,0.43894744,1.897878543,0.656803167,0.553161039,0.563615685,0.404245563,0.461054438,0.3421143,0.444966511,0.457578765,0.493875366,0.562943722,0.916228197,3.436384675,0.756611169,0.933408246,0.917921723,0.480973692
alternative14,1,1.523756441,1.554261691,1.570046397,1.828694173,1.677349097,1.804343753,1.810665066,1.860889059,1.722482233,1.811535775,1.722697262,1.617113938,1.615938282,1.817768566,1.729840411,1.739915611,1.786167154,1.598444507,1.611758326,1.601749029,1.648362125,1.650884666,1.731496595,1.71755208,1.704947005,1.915436227,1.708142917,1.835855957,1.895759819,1.690395075,51.50424924,0.417306495,0.175243776,0.312426497,0.828382401,0.706555411,0.66817641,1.449088673,0.501747488,0.673869895,1.1780378,0.604442589,0.417917832,0.448504874,1.974072423,0.645179806,0.562161613,0.558397168,0.39239006,0.461022522,0.333716691,0.446197922,0.465801323,0.488079665,0.565122864,0.933487458,3.27850084,0.729733351,0.960586076,0.930977142,0.456117142
alternative14,2,1.563077382,1.580274378,1.491995258,1.854901997,1.563866717,1.748742131,1.937028348,1.838149762,1.75624845,1.686989165,1.720798301,1.609377663,1.583044121,1.826660078,1.764458177,1.724068271,1.743408431,1.641482732,1.627143456,1.666326904,1.594971149,1.652546955,1.640822372,1.762148835,1.718529532,1.993304794,1.711834856,1.874101328,1.947992849,1.648656025,51.47295042,0.39531457,0.178199981,0.309597534,0.7950246,0.708760692,0.672531375,1.603585053,0.479067191,0.676388704,1.173240762,0.619333892,0.436785024,0.427809401,1.831748267,0.654990311,0.555417978,0.565726676,0.393817088,0.458385674,0.335436352,0.458946735,0.463193837,0.478398075,0.580396689,0.940161261,3.35255792,0.77623792,0.99436784,0.943371477,0.474827976
alternative14,3,1.563281681,1.587354718,1.510540521,1.810948845,1.620165334,1.71787362,1.832912686,1.85462493,1.71834566,1.721281341,1.734829267,1.583270793,1.603440823,1.884350377,1.750896191,1.675951301,1.730534959,1.691947356,1.671832245,1.632206264,1.660611063,1.588276964,1.670784657,1.663427956,1.691760088,1.812120497,1.86684169,1.848657352,1.916946626,1.66245226,51.27846806,0.408015247,0.174049698,0.296394479,0.799492209,0.725812694,0.669769874,1.603813808,0.488089754,0.669294171,1.078037112,0.633241416,0.428240532,0.436630355,1.933683035,0.660616548,0.55562258,0.5518029,0.40842526,0.470982247,0.338583657,0.44760439,0.457142515,0.494432628,0.560484481,0.958870941,3.149257622,0.748552492,0.989833139,0.948524221,0.46501985
